questions,answer,age_group
How do you usually greet your friends in chat?,Sup fam Fam,Gen Z
How do you usually greet your friends in chat?,Yo yo yo yo 👍Lol,Gen Z
How do you usually greet your friends in chat?,hey hey 👍bro,Gen Z
How do you usually greet your friends in chat?,yo yo bro ?!Lol,Gen Z
How do you usually greet your friends in chat?,heyy ?!👊,Gen Z
How do you usually greet your friends in chat?,hey 😂😂,Gen Z
How do you usually greet your friends in chat?,Hey 😎👊,Gen Z
How do you usually greet your friends in chat?,Hey !!lol,Gen Z
How do you usually greet your friends in chat?,what's up fam 😎,Gen Z
How do you usually greet your friends in chat?,yo yo bro 😂lol,Gen Z
How do you usually greet your friends in chat?,sup lol,Gen Z
How do you usually greet your friends in chat?,yo fam ?,Gen Z
How do you usually greet your friends in chat?,Hey hey 😎bro,Gen Z
How do you usually greet your friends in chat?,Sup fam 👍👊,Gen Z
How do you usually greet your friends in chat?,Yo bro !!👊,Gen Z
How do you usually greet your friends in chat?,Yo bro 👍Lol,Gen Z
How do you usually greet your friends in chat?,hey dude ?!Lol,Gen Z
How do you usually greet your friends in chat?,what's up fam 👍😂,Gen Z
How do you usually greet your friends in chat?,Hey dude !!👊,Gen Z
How do you usually greet your friends in chat?,yo yo 😎,Gen Z
How do you usually greet your friends in chat?,Hey dude 😎fam,Gen Z
How do you usually greet your friends in chat?,Hey dude Fam,Gen Z
How do you usually greet your friends in chat?,Yo! 😎😂,Gen Z
How do you usually greet your friends in chat?,hey dude !!😂,Gen Z
How do you usually greet your friends in chat?,Yo yo ?bro,Gen Z
How do you usually greet your friends in chat?,What's up fam 👍lol,Gen Z
How do you usually greet your friends in chat?,yo man ?😂,Gen Z
How do you usually greet your friends in chat?,What's poppin' 😂,Gen Z
How do you usually greet your friends in chat?,Yo bro !!Lol,Gen Z
How do you usually greet your friends in chat?,hey dude 😂lol,Gen Z
How do you usually greet your friends in chat?,heyyy 👊,Gen Z
How do you usually greet your friends in chat?,sup bro 👊,Gen Z
How do you usually greet your friends in chat?,sup fam lol,Gen Z
How do you usually greet your friends in chat?,yo! yo! 😎,Gen Z
How do you usually greet your friends in chat?,yo! yo! ?Bro,Gen Z
How do you usually greet your friends in chat?,hey dude ?,Gen Z
How do you usually greet your friends in chat?,hey dude 👍👊,Gen Z
How do you usually greet your friends in chat?,what's poppin' 😂😂,Gen Z
How do you usually greet your friends in chat?,Hey bro 👍Bro,Gen Z
How do you usually greet your friends in chat?,hey dude 😂😂,Gen Z
How do you usually greet your friends in chat?,Hey bro ?!😂,Gen Z
How do you usually greet your friends in chat?,hey bro !!Bro,Gen Z
How do you usually greet your friends in chat?,Yo yo yo yo ?fam,Gen Z
How do you usually greet your friends in chat?,Heyyy !!Lol,Gen Z
How do you usually greet your friends in chat?,Yo yo yo yo 😎Lol,Gen Z
How do you usually greet your friends in chat?,yo bro ?!😂,Gen Z
How do you usually greet your friends in chat?,Yo ?!👊,Gen Z
How do you usually greet your friends in chat?,Hey hey 😂👊,Gen Z
How do you usually greet your friends in chat?,Yo! yo! 😂fam,Gen Z
How do you usually greet your friends in chat?,what's poppin' !!lol,Gen Z
How do you usually greet your friends in chat?,What's poppin' ?!Lol,Gen Z
How do you usually greet your friends in chat?,Yo! yo! ?!👊,Gen Z
How do you usually greet your friends in chat?,yo yo ?!bro,Gen Z
How do you usually greet your friends in chat?,sup ?👊,Gen Z
How do you usually greet your friends in chat?,Hey dude 😎Bro,Gen Z
How do you usually greet your friends in chat?,sup ?😂,Gen Z
How do you usually greet your friends in chat?,Yo Bro,Gen Z
How do you usually greet your friends in chat?,yo bro 👍👊,Gen Z
How do you usually greet your friends in chat?,yo yo 😂,Gen Z
How do you usually greet your friends in chat?,Hey 😎fam,Gen Z
How do you usually greet your friends in chat?,hey hey 👊,Gen Z
How do you usually greet your friends in chat?,sup 👍Bro,Gen Z
How do you usually greet your friends in chat?,What's up fam 👍bro,Gen Z
How do you usually greet your friends in chat?,hey dude 😎👊,Gen Z
How do you usually greet your friends in chat?,yo yo yo yo ?😂,Gen Z
How do you usually greet your friends in chat?,Yo yo 👊,Gen Z
How do you usually greet your friends in chat?,Yo! yo! 😎,Gen Z
How do you usually greet your friends in chat?,yo ?!bro,Gen Z
How do you usually greet your friends in chat?,Yo! yo! 👍😂,Gen Z
How do you usually greet your friends in chat?,yo ?Bro,Gen Z
How do you usually greet your friends in chat?,yo bro 😂,Gen Z
How do you usually greet your friends in chat?,yo fam ?😂,Gen Z
How do you usually greet your friends in chat?,Yo 😎Fam,Gen Z
How do you usually greet your friends in chat?,hey dude !!,Gen Z
How do you usually greet your friends in chat?,what's up fam ?,Gen Z
How do you usually greet your friends in chat?,yo! yo! ?!,Gen Z
How do you usually greet your friends in chat?,yo fam 😂,Gen Z
How do you usually greet your friends in chat?,yo 👍Bro,Gen Z
How do you usually greet your friends in chat?,what's poppin' ?👊,Gen Z
How do you usually greet your friends in chat?,Yo! ?!👊,Gen Z
How do you usually greet your friends in chat?,yo yo yo yo 😂,Gen Z
How do you usually greet your friends in chat?,yo yo man ?!Lol,Gen Z
How do you usually greet your friends in chat?,What's up fam ?lol,Gen Z
How do you usually greet your friends in chat?,what's poppin' 😎👊,Gen Z
How do you usually greet your friends in chat?,yo fam ?!Lol,Gen Z
How do you usually greet your friends in chat?,Hey ?!Fam,Gen Z
How do you usually greet your friends in chat?,What's poppin' 😂👊,Gen Z
How do you usually greet your friends in chat?,Yo 😎👊,Gen Z
How do you usually greet your friends in chat?,Hey man !!😂,Gen Z
How do you usually greet your friends in chat?,sup bro 👍,Gen Z
How do you usually greet your friends in chat?,yo fam ?👊,Gen Z
How do you usually greet your friends in chat?,Hey ?!👊,Gen Z
How do you usually greet your friends in chat?,yo 😂Lol,Gen Z
How do you usually greet your friends in chat?,hey ?!,Gen Z
How do you usually greet your friends in chat?,What's poppin' ?!lol,Gen Z
How do you usually greet your friends in chat?,what's poppin' 👊,Gen Z
How do you usually greet your friends in chat?,Yo! man 👍,Gen Z
How do you usually greet your friends in chat?,sup fam 😎Lol,Gen Z
How do you usually greet your friends in chat?,what's up fam 😂,Gen Z
How do you usually greet your friends in chat?,yo 😎,Gen Z
How do you usually greet your friends in chat?,yo yo man ?👊,Gen Z
How do you usually greet your friends in chat?,what's up fam !!😂,Gen Z
How do you usually greet your friends in chat?,hey hey ?!👊,Gen Z
How do you usually greet your friends in chat?,Yo! yo! 😎😂,Gen Z
How do you usually greet your friends in chat?,Yo yo 😎Lol,Gen Z
How do you usually greet your friends in chat?,what's poppin' !!Lol,Gen Z
How do you usually greet your friends in chat?,yo! ?!Fam,Gen Z
How do you usually greet your friends in chat?,Sup !!fam,Gen Z
How do you usually greet your friends in chat?,What's up fam !!bro,Gen Z
How do you usually greet your friends in chat?,Hey bro 😎lol,Gen Z
How do you usually greet your friends in chat?,sup bro !!Bro,Gen Z
How do you usually greet your friends in chat?,Hey dude !!bro,Gen Z
How do you usually greet your friends in chat?,Yo! bro,Gen Z
How do you usually greet your friends in chat?,sup bro ?lol,Gen Z
How do you usually greet your friends in chat?,Sup ?!Lol,Gen Z
How do you usually greet your friends in chat?,What's up fam 😂Fam,Gen Z
How do you usually greet your friends in chat?,Yo yo yo yo !!,Gen Z
How do you usually greet your friends in chat?,Heyy 😂Lol,Gen Z
How do you usually greet your friends in chat?,Hey dude ?👊,Gen Z
How do you usually greet your friends in chat?,Hey dude 😂👊,Gen Z
How do you usually greet your friends in chat?,what's poppin' ?!lol,Gen Z
How do you usually greet your friends in chat?,hey man 👍Lol,Gen Z
How do you usually greet your friends in chat?,What's up fam 👍Bro,Gen Z
How do you usually greet your friends in chat?,Hey 😂😂,Gen Z
How do you usually greet your friends in chat?,sup bro 😂lol,Gen Z
How do you usually greet your friends in chat?,Yo yo yo yo 👊,Gen Z
How do you usually greet your friends in chat?,Hey hey,Gen Z
How do you usually greet your friends in chat?,yo! yo! 😂Fam,Gen Z
How do you usually greet your friends in chat?,What's poppin' ?!Fam,Gen Z
How do you usually greet your friends in chat?,hey 😂bro,Gen Z
How do you usually greet your friends in chat?,hey dude 👍bro,Gen Z
How do you usually greet your friends in chat?,Heyy !!bro,Gen Z
How do you usually greet your friends in chat?,Yo yo ?👊,Gen Z
How do you usually greet your friends in chat?,Yo ?bro,Gen Z
How do you usually greet your friends in chat?,Heyy 😂,Gen Z
How do you usually greet your friends in chat?,Hey dude 😎👊,Gen Z
How do you usually greet your friends in chat?,What's up fam 👍👊,Gen Z
How do you usually greet your friends in chat?,hey dude 😎,Gen Z
How do you usually greet your friends in chat?,Sup bro !!😂,Gen Z
How do you usually greet your friends in chat?,yo man ?Bro,Gen Z
How do you usually greet your friends in chat?,Hey hey ?Fam,Gen Z
How do you usually greet your friends in chat?,Yo! ?lol,Gen Z
How do you usually greet your friends in chat?,Yo! yo! 👍bro,Gen Z
How do you usually greet your friends in chat?,hey dude 😎lol,Gen Z
How do you usually greet your friends in chat?,what's poppin' 👍😂,Gen Z
How do you usually greet your friends in chat?,Hey ?bro,Gen Z
How do you usually greet your friends in chat?,Yo yo yo yo ?!👊,Gen Z
How do you usually greet your friends in chat?,sup fam ?!,Gen Z
How do you usually greet your friends in chat?,Hey bro 😂Fam,Gen Z
How do you usually greet your friends in chat?,Yo! yo! 😂,Gen Z
How do you usually greet your friends in chat?,Hey 😎Fam,Gen Z
How do you usually greet your friends in chat?,heyyy 😎fam,Gen Z
How do you usually greet your friends in chat?,Hey bro ?bro,Gen Z
How do you usually greet your friends in chat?,hey 👊,Gen Z
How do you usually greet your friends in chat?,Yo bro 👍😂,Gen Z
How do you usually greet your friends in chat?,Sup bro ?!,Gen Z
How do you usually greet your friends in chat?,Hey dude !!lol,Gen Z
How do you usually greet your friends in chat?,Yo fam Lol,Gen Z
How do you usually greet your friends in chat?,hey 😎,Gen Z
How do you usually greet your friends in chat?,yo man 👍,Gen Z
How do you usually greet your friends in chat?,What's poppin' Fam,Gen Z
How do you usually greet your friends in chat?,what's poppin' 👍Bro,Gen Z
How do you usually greet your friends in chat?,Hey bro,Gen Z
How do you usually greet your friends in chat?,What's poppin' ?fam,Gen Z
How do you usually greet your friends in chat?,Hey dude !!,Gen Z
How do you usually greet your friends in chat?,Heyy ?!😂,Gen Z
How do you usually greet your friends in chat?,Hey dude 😂,Gen Z
How do you usually greet your friends in chat?,yo yo yo yo ?Bro,Gen Z
How do you usually greet your friends in chat?,yo ?👊,Gen Z
How do you usually greet your friends in chat?,Yo yo yo yo 😂,Gen Z
How do you usually greet your friends in chat?,Hey 👍Lol,Gen Z
How do you usually greet your friends in chat?,Yo! yo! ?!,Gen Z
How do you usually greet your friends in chat?,yo yo !!😂,Gen Z
How do you usually greet your friends in chat?,Hey bro Lol,Gen Z
How do you usually greet your friends in chat?,Yo man 😂😂,Gen Z
How do you usually greet your friends in chat?,Yo yo yo yo 👍bro,Gen Z
How do you usually greet your friends in chat?,Yo yo,Gen Z
How do you usually greet your friends in chat?,heyy ?,Gen Z
How do you usually greet your friends in chat?,Hey dude ?!,Gen Z
How do you usually greet your friends in chat?,yo! 👍,Gen Z
How do you usually greet your friends in chat?,what's poppin' ?!Fam,Gen Z
How do you usually greet your friends in chat?,yo! bro 😂😂,Gen Z
How do you usually greet your friends in chat?,Yo fam lol,Gen Z
How do you usually greet your friends in chat?,Yo yo 👍fam,Gen Z
How do you usually greet your friends in chat?,what's poppin' 😂bro,Gen Z
How do you usually greet your friends in chat?,Sup bro 😎Bro,Gen Z
How do you usually greet your friends in chat?,What's poppin' ?!fam,Gen Z
How do you usually greet your friends in chat?,Yo yo !!,Gen Z
How do you usually greet your friends in chat?,heyyy ?!👊,Gen Z
How do you usually greet your friends in chat?,yo! 😂,Gen Z
How do you usually greet your friends in chat?,yo 😎Fam,Gen Z
How do you usually greet your friends in chat?,What's poppin' ?!Bro,Gen Z
How do you usually greet your friends in chat?,heyy ?👊,Gen Z
How do you usually greet your friends in chat?,Sup !!lol,Gen Z
How do you usually greet your friends in chat?,what's poppin' Bro,Gen Z
How do you usually greet your friends in chat?,Sup bro 😎Lol,Gen Z
How do you usually greet your friends in chat?,what's poppin' 👍lol,Gen Z
How do you usually greet your friends in chat?,Hey hey 😎👊,Gen Z
How do you usually greet your friends in chat?,sup 👍,Gen Z
How do you usually greet your friends in chat?,What's poppin' 😎lol,Gen Z
How do you usually greet your friends in chat?,Hey 😂lol,Gen Z
How do you usually greet your friends in chat?,heyyy ?bro,Gen Z
How do you usually greet your friends in chat?,yo !!👊,Gen Z
How do you usually greet your friends in chat?,hey dude !!fam,Gen Z
How do you usually greet your friends in chat?,sup bro 😎👊,Gen Z
How do you usually greet your friends in chat?,Hey dude 👍Fam,Gen Z
How do you usually greet your friends in chat?,Heyyy !!👊,Gen Z
How do you usually greet your friends in chat?,yo! ?fam,Gen Z
How do you usually greet your friends in chat?,Sup 😎😂,Gen Z
How do you usually greet your friends in chat?,Hey bro 😂,Gen Z
How do you usually greet your friends in chat?,yo yo ?,Gen Z
